chapter	section	greek	english	src_idx	tgt_idx	score
17	11	τοῦτο	This	4	9	0.5109
17	11	τὰ	everything	5	18	0.4799
17	11	ἄλλα	else	7	19	0.6436
17	11	ἐπεισόδια	episode	8	23	0.681
17	1	δὲ	At	1	0	0.4135
17	1	τοὺς	his	2	7	0.639
17	1	μύθους	Plots	3	8	0.6639
17	1	συνιστάναι	constructing	4	6	0.5759
17	1	καὶ	and	5	9	0.6195
17	1	τῇ	the	6	12	0.636
17	1	λέξει	Diction	7	13	0.6097
17	1	συναπεργάζεσθαι	engaged	8	10	0.6012
17	1	ὅτι	which	9	15	0.4585
17	1	μάλιστα	far	10	31	0.5074
17	1	πρὸ	on	11	11	0.4857
17	1	ὀμμάτων	eyes	12	36	0.5532
17	1	τιθέμενον	put	13	26	0.6381
17	1	οὕτω	this	14	38	0.6151
17	1	γὰρ	way	15	39	0.4597
17	1	ἂν	should	16	22	0.4975
17	1	ἐναργέστατα	possible	17	33	0.5231
17	1	ὁ	the	18	20	0.5288
17	1	ὁρῶν	seeing	19	40	0.5933
17	1	ὥσπερ	as	20	48	0.5881
17	1	παρ	before	21	34	0.5366
17	1	αὐτοῖς	his	22	35	0.5548
17	1	γιγνόμενος	were	23	50	0.5457
17	1	τοῖς	an	24	46	0.4823
17	1	πραττομένοις	eye-witness	25	47	0.539
17	1	εὑρίσκοι	devise	26	53	0.6558
17	1	τὸ	what	27	54	0.5257
17	1	πρέπον	appropriate	28	56	0.5595
17	1	καὶ	and	29	57	0.6965
17	1	ἥκιστα	least	30	59	0.6742
17	1	ἂν	will	31	52	0.6114
17	1	λανθάνοι	overlook	32	62	0.7466
17	1	τὸ	to	33	61	0.4953
17	1	ὑπεναντία	incongruities	35	63	0.7313
17	2	σημεῖον	shown	0	2	0.5655
17	2	δὲ	is	1	1	0.4136
17	2	τούτου	This	2	0	0.5021
17	2	ὃ	what	3	4	0.6423
17	2	ἐπετιμᾶτο	censured	4	6	0.6618
17	2	Καρκίνῳ	Carcinus	5	8	0.6999
17	2	ὁ	the	6	9	0.5982
17	2	γὰρ	return	7	10	0.4126
17	2	Ἀμφιάραος	Amphiaraus	8	12	0.6829
17	2	ἐξ	from	9	13	0.7402
17	2	ἱεροῦ	sanctuary	10	15	0.6575
17	2	ἀνῄει	passed	11	19	0.5473
17	2	ὃ	if	12	21	0.4017
17	2	μὴ	not	13	24	0.7441
17	2	ὁρῶντ	seen	14	27	0.6205
17	2	ἂν	had	15	23	0.5407
17	2	τὸν	the	16	29	0.5689
17	2	θεατὴν	audience	17	30	0.5912
17	2	ἐλάνθανεν	unnoticed	18	20	0.4739
17	2	ἐπὶ	on	19	32	0.742
17	2	δὲ	but	20	31	0.7004
17	2	τῆς	the	21	33	0.788
17	2	σκηνῆς	stage	22	34	0.7713
17	2	ἐξέπεσεν	failed	23	37	0.6536
17	2	δυσχερανάντων	offending	24	43	0.6011
17	2	τοῦτο	incident	25	42	0.5044
17	2	τῶν	the	26	44	0.692
17	2	θεατῶν	spectators	27	45	0.7618
17	3	ὅσα	far	0	2	0.6461
17	3	δὲ	As	1	1	0.5014
17	3	δυνατὸν	may	2	4	0.6191
17	3	καὶ	even	3	10	0.6778
17	3	τοῖς	his	4	19	0.5432
17	3	σχήμασιν	personages	5	20	0.5578
17	3	συναπεργαζόμενον	act	6	11	0.517
17	3	πιθανώτατοι	very	7	16	0.4373
17	3	γὰρ	for	8	42	0.4156
17	3	ἀπὸ	Given	9	21	0.4193
17	3	αὐτῆς	same	11	23	0.5715
17	3	φύσεως	qualifications	12	25	0.5185
17	3	οἱ	he	13	26	0.4141
17	3	τοῖς	the	15	29	0.5116
17	3	πάθεσίν	emotions	16	30	0.5251
17	3	εἰσιν	be	17	35	0.5562
17	3	καὶ	will	18	34	0.4531
17	3	χειμαίνει	distress	19	39	0.5678
17	3	ὁ	who	20	27	0.4782
17	3	χειμαζόμενος	described	21	33	0.4799
17	3	καὶ	and	22	40	0.6374
17	3	χαλεπαίνει	anger	23	41	0.5788
17	3	ὁ	one	24	49	0.5564
17	3	ὀργιζόμενος	feeling	25	52	0.5344
17	3	ἀληθινώτατα	truthfully	26	47	0.6744
17	4	διὸ	Hence	0	0	0.6722
17	4	εὐφυοῦς	special	1	10	0.4824
17	4	ἡ	a	2	6	0.4569
17	4	ποιητική	poetry	3	4	0.7649
17	4	ἐστιν	is	4	2	0.6397
17	4	ἢ	or	5	14	0.546
17	4	μανικοῦ	one	6	16	0.4449
17	4	τούτων	him	7	23	0.5865
17	4	οἱ	the	9	24	0.6449
17	4	μὲν	former	10	25	0.5461
17	4	εὔπλαστοι	required	11	30	0.5305
17	4	οἱ	the	12	33	0.618
17	4	δὲ	and	13	32	0.6183
17	4	ἐκστατικοί	beside	14	38	0.4812
17	4	εἰσιν	be	15	36	0.6727
17	5	τούς	His	0	1	0.5761
17	5	λόγους	story	2	2	0.683
17	5	τοὺς	his	4	9	0.5005
17	5	πεποιημένους	made	5	6	0.5677
17	5	δεῖ	should	6	13	0.4148
17	5	καὶ	or	7	7	0.4922
17	5	αὐτὸν	own	8	10	0.5782
17	5	ποιοῦντα	making	9	11	0.6446
17	5	ἐκτίθεσθαι	he	10	12	0.5093
17	5	καθόλου	universal	11	20	0.5316
17	5	εἶθ	reduce	12	17	0.4852
17	5	οὕτως	by	13	28	0.4127
17	5	ἐπεισοδιοῦν	insertion	14	30	0.4443
17	5	καὶ	and	15	16	0.5882
17	5	παρατείνειν	lengthen	16	25	0.6083
17	6	λέγω	show	0	3	0.6547
17	6	δὲ	The	1	0	0.574
17	6	οὕτως	how	2	4	0.5778
17	6	ἂν	may	3	12	0.6433
17	6	θεωρεῖσθαι	viewed	4	14	0.6602
17	6	τὸ	the	5	5	0.6374
17	6	καθόλου	universal	6	6	0.6886
17	6	οἷον	instance	7	11	0.7836
17	6	τῆς	A	8	15	0.5802
17	6	Ἰφιγενείας	Iphigenia	9	9	0.6417
17	6	τυθείσης	offered	10	20	0.6931
17	6	τινὸς	certain	11	16	0.6921
17	6	κόρης	maiden	12	17	0.6948
17	6	καὶ	and	13	23	0.8044
17	6	ἀφανισθείσης	spirited	14	24	0.6736
17	6	ἀδήλως	away	15	25	0.5635
17	6	τοῖς	her	16	27	0.6992
17	6	θύσασιν	sacrificers	17	28	0.7657
17	6	ἱδρυνθείσης	made	18	45	0.5954
17	6	δὲ	she	19	43	0.4496
17	6	εἰς	into	20	29	0.8276
17	6	ἄλλην	another	21	30	0.8514
17	6	χώραν	land	22	31	0.8439
17	6	ἐν	where	23	32	0.7557
17	6	ᾗ	the	24	33	0.464
17	6	νόμος	custom	25	34	0.8102
17	6	ἦν	was	26	35	0.8194
17	6	τοὺς	all	27	38	0.5422
17	6	ξένους	strangers	28	39	0.7425
17	6	θύειν	sacrifice	29	37	0.714
17	6	τῇ	the	30	41	0.6919
17	6	θεῷ	Goddess	31	42	0.6781
17	6	ταύτην	there	32	46	0.5733
17	6	ἔσχε	was	33	44	0.6541
17	6	τὴν	the	34	47	0.615
17	6	ἱερωσύνην	priestess	35	48	0.5812
17	6	χρόνῳ	Long	36	52	0.5824
17	6	δὲ	that	37	54	0.4823
17	6	ὕστερον	after	38	53	0.5644
17	6	τῷ	the	39	55	0.6059
17	6	ἀδελφῷ	brother	40	56	0.637
17	6	συνέβη	happened	41	60	0.7703
17	6	ἐλθεῖν	come	42	62	0.7507
17	6	τῆς	the	43	67	0.643
17	6	ἱερείας	oracle	44	68	0.5818
17	6	τὸ	the	45	63	0.6465
17	6	δὲ	however	46	65	0.6066
17	6	ὅτι	of	47	66	0.5481
17	6	ἀνεῖλεν	bidden	48	74	0.7055
17	6	ὁ	the	49	58	0.4823
17	6	θεὸς	fact	50	64	0.4627
17	6	διά	for	51	70	0.7573
17	6	τινα	certain	52	72	0.7864
17	6	αἰτίαν	reason	53	73	0.7576
17	6	ἔξω	thither	54	77	0.6015
17	6	τοῦ	the	55	85	0.5255
17	6	καθόλου	Plot	56	86	0.5084
17	6	ἐλθεῖν	go	57	76	0.7626
17	6	ἐκεῖ	him	58	75	0.6765
17	6	καὶ	and	59	78	0.731
17	6	ἐφ	in	60	81	0.5207
17	6	ὅ	his	61	79	0.5516
17	6	τι	a	62	71	0.5494
17	6	δὲ	going	63	82	0.49
17	6	ἔξω	outside	64	84	0.7918
17	6	τοῦ	the	65	88	0.7001
17	6	μύθου	play	66	89	0.6403
17	6	ἐλθὼν	coming	67	92	0.7217
17	6	δὲ	On	68	90	0.5297
17	6	καὶ	and	69	96	0.7154
17	6	ληφθεὶς	revealed	70	103	0.5971
17	6	θύεσθαι	sacrificed	71	100	0.6913
17	6	μέλλων	about	72	97	0.6476
17	6	ἀνεγνώρισεν	arrested	73	95	0.608
17	6	εἴθ	either	74	107	0.6814
17	6	ὡς	as	75	108	0.699
17	6	Εὐριπίδης	Euripides	76	109	0.731
17	6	εἴθ	or	77	112	0.6742
17	6	ὡς	as	78	113	0.6423
17	6	Πολύιδος	Polyidus	79	116	0.773
17	6	ἐποίησεν	puts	80	110	0.5904
17	6	κατὰ	by	81	117	0.5301
17	6	τὸ	the	82	118	0.4806
17	6	εἰκὸς	exclamation	83	121	0.4909
17	6	εἰπὼν	suggested	84	114	0.579
17	6	ὅτι	who	85	104	0.4725
17	6	οὐκ	not	86	119	0.6197
17	6	ἄρα	So	87	122	0.5888
17	6	μόνον	as	88	130	0.5027
17	6	τὴν	my	89	131	0.6194
17	6	ἀδελφὴν	sister	90	132	0.7417
17	6	ἀλλὰ	was	91	133	0.4789
17	6	καὶ	too	92	124	0.635
17	6	αὐτὸν	I	93	123	0.5584
17	6	ἔδει	doomed	94	126	0.6329
17	6	τυθῆναι	sacrificed	95	129	0.7139
17	6	καὶ	and	96	134	0.6917
17	6	ἐντεῦθεν	led	97	137	0.6473
17	6	ἡ	the	98	135	0.7337
17	6	σωτηρία	salvation	99	140	0.7305
17	7	ταῦτα	This	1	0	0.5643
17	7	ὑποθέντα	fixed	4	11	0.5368
17	7	τὰ	the	5	6	0.5904
17	7	ὀνόματα	names	6	8	0.6663
17	7	ἐπεισοδιοῦν	accessory	7	24	0.4619
17	8	ὅπως	that	0	4	0.4444
17	8	δὲ	however	1	3	0.6594
17	8	ἔσται	are	2	7	0.6738
17	8	οἰκεῖα	appropriate	3	8	0.6063
17	8	τὰ	the	4	5	0.722
17	8	ἐπεισόδια	episodes	5	6	0.6445
17	8	οἷον	like	6	9	0.6129
17	8	ἐν	in	7	14	0.658
17	8	Ὀρέστῃ	Orestes	9	15	0.6988
17	8	ἡ	the	10	10	0.584
17	8	μανία	madness	11	13	0.6445
17	8	δι	led	12	17	0.4464
17	8	ἧς	which	13	16	0.569
17	8	ἐλήφθη	brought	14	25	0.5546
17	8	καὶ	and	15	21	0.651
17	8	ἡ	the	16	22	0.6738
17	8	σωτηρία	salvation	17	28	0.649
17	8	διὰ	about	18	26	0.5803
17	8	τῆς	his	19	27	0.5301
17	8	καθάρσεως	purifying	20	23	0.5809
17	9	ἐν	In	0	0	0.6448
17	9	οὖν	then	2	2	0.7286
17	9	δράμασιν	plays	4	1	0.6864
17	9	τὰ	the	5	3	0.6709
17	9	ἐπεισόδια	episodes	6	4	0.6603
17	9	σύντομα	short	7	6	0.6679
17	9	ἡ	the	8	15	0.539
17	9	ἐποποιία	poem	10	16	0.5667
17	9	μηκύνεται	lengthen	12	13	0.5375
18	10	δίκαιον	right	0	3	0.7942
18	10	δὲ	Now	1	0	0.5564
18	10	καὶ	when	2	4	0.4356
18	10	τραγῳδίαν	tragedy	3	9	0.7059
18	10	ἄλλην	another	4	18	0.5747
18	10	καὶ	as	5	10	0.5215
18	10	τὴν	the	6	15	0.6042
18	10	αὐτὴν	same	7	16	0.6088
18	10	λέγειν	do	8	20	0.6018
18	10	οὐδενὶ	not	9	14	0.5149
18	10	ἴσως	or	10	13	0.4673
18	10	τῷ	as	11	17	0.4085
18	10	μύθῳ	Plot	12	30	0.4482
18	10	τοῦτο	the	13	35	0.4866
18	10	δέ	as	14	33	0.4784
18	10	ὧν	having	15	34	0.5311
18	10	ἡ	the	16	39	0.6211
18	10	αὐτὴ	same	17	40	0.664
18	10	πλοκὴ	Complication	18	41	0.6638
18	10	καὶ	and	19	42	0.8139
18	10	λύσις	Dénouement	20	43	0.6998
18	11	πολλοὶ	many	0	3	0.7413
18	11	δὲ	Yet	1	0	0.737
18	11	πλέξαντες	dramatists	2	4	0.5146
18	11	εὖ	good	3	8	0.5447
18	11	λύουσι	fail	4	10	0.582
18	11	κακῶς	Dénouement	5	13	0.4875
18	12	δεῖ	necessary	0	3	0.8191
18	12	δὲ	But	1	0	0.7603
18	12	ἄμφω	both	2	5	0.6856
18	12	ἀεὶ	always	3	11	0.8018
18	12	κρατεῖσθαι	mastered	4	13	0.6742
18	13	χρὴ	should	0	2	0.4889
18	13	δὲ	also	1	3	0.5135
18	13	ὅπερ	what	2	5	0.6739
18	13	εἴρηται	said	3	8	0.7227
18	13	πολλάκις	once	4	11	0.6141
18	13	μεμνῆσθαι	remember	5	4	0.659
18	13	καὶ	and	6	12	0.6967
18	13	μὴ	not	7	13	0.8157
18	13	ποιεῖν	write	8	14	0.7267
18	13	ἐποποιικὸν	epic	9	19	0.6204
18	13	σύστημα	body	10	20	0.5651
18	13	τραγῳδίαν—ἐποποιικὸν	incident	11	22	0.4777
18	13	τὸ	a	14	26	0.4403
18	13	πολύμυθον	plurality	15	27	0.5367
18	13	οἷον	i.e	16	23	0.4945
18	13	εἴ	by	17	32	0.5048
18	13	τις	One	18	1	0.4898
18	13	τὸν	the	19	38	0.706
18	13	τῆς	the	20	42	0.7491
18	13	Ἰλιάδος	Iliad	21	43	0.774
18	13	ὅλον	entire	22	39	0.8161
18	13	ποιοῖ	dramatize	23	35	0.6118
18	13	μῦθον	story	24	40	0.5908
18	14	διὰ	owing	3	3	0.4631
18	14	τὸ	its	4	5	0.4949
18	14	μῆκος	scale	5	6	0.5376
18	14	λαμβάνει	is	6	9	0.4903
18	14	τὰ	every	7	7	0.4558
18	14	μέρη	part	8	8	0.7186
18	14	πρέπον	epic	10	2	0.4324
18	14	μέγεθος	length	11	13	0.5922
18	14	ἐν	In	12	0	0.5018
18	14	τοῖς	the	14	1	0.4424
18	14	ἀποβαίνει	treated	20	10	0.5816
18	15	σημεῖον	result	0	9	0.5391
18	15	δέ	however	1	3	0.6678
18	15	ὅσοι	who	2	21	0.5977
18	15	πέρσιν	story	3	7	0.4372
18	15	Ἰλίου	Ilium	4	27	0.703
18	15	ὅλην	entirety	5	30	0.6771
18	15	ἐποίησαν	have	6	22	0.5932
18	15	καὶ	and	7	31	0.7266
18	15	μὴ	part	8	33	0.4441
18	15	κατὰ	by	9	34	0.6906
18	15	μέρος	part	10	35	0.7203
18	15	ὥσπερ	like	11	36	0.699
18	15	Εὐριπίδης	Euripides	12	37	0.7389
18	15	Νιόβην	Niobe	14	43	0.5343
18	15	καὶ	or	15	38	0.4905
18	15	μὴ	not	16	32	0.7488
18	15	ὥσπερ	like	17	49	0.5886
18	15	Αἰσχύλος	Aeschylus	18	50	0.5835
18	15	ἢ	either	19	51	0.6001
18	15	ἐκπίπτουσιν	fail	20	52	0.6403
18	15	ἢ	or	21	54	0.5967
18	15	κακῶς	ill	22	57	0.6006
18	15	ἀγωνίζονται	of	23	41	0.5038
18	15	ἐπεὶ	instead	24	45	0.4888
18	15	καὶ	but	25	56	0.4727
18	15	ἐξέπεσεν	success	27	58	0.5811
18	15	ἐν	on	28	59	0.5739
18	15	τούτῳ	the	29	60	0.5488
18	15	μόνῳ	utterly	30	53	0.4398
18	16	καὶ	and	4	2	0.5254
18	16	στοχάζονται	ruin	9	8	0.421
18	16	βούλονται	enough	11	6	0.4036
18	16	γὰρ	for	14	0	0.4979
18	16	τοῦτο	that	15	1	0.4984
18	16	καὶ	even	16	9	0.4598
18	16	φιλάνθρωπον	play	17	11	0.4426
18	17	δὲ	Yet	1	0	0.6866
18	17	τοῦτο	their	2	2	0.4027
18	17	ὅταν	in	3	1	0.4143
18	17	ὁ	the	4	10	0.5047
18	17	σοφὸς	poets	5	11	0.4435
18	17	μετὰ	in	7	17	0.4551
18	17	πονηρίας	simple	8	8	0.5085
18	17	δ	also	9	5	0.4036
18	17	ἐξαπατηθῇ	arouses	10	29	0.4841
18	17	ὥσπερ	like	11	35	0.5655
18	17	Σίσυφος	Sisyphus	12	41	0.7273
18	17	καὶ	e	13	39	0.4242
18	17	ὁ	the	14	44	0.6568
18	17	ἀνδρεῖος	villain	15	38	0.5383
18	17	ἄδικος	wrongdoer	17	46	0.6145
18	17	δὲ	or	18	43	0.4913
18	17	ἡττηθῇ	worsted	19	47	0.605
18	18	ἔστιν	is	0	1	0.6925
18	18	δὲ	however	1	3	0.6541
18	18	τοῦτο	This	2	0	0.7446
18	18	εἰκὸς	probable	3	2	0.595
18	18	ὥσπερ	when	4	8	0.4687
18	18	Ἀγάθων	Agathon's	5	6	0.5643
18	18	λέγει	speaks	6	10	0.6735
18	18	εἰκὸς	probability	7	13	0.5226
18	18	γίνεσθαι	coming	9	17	0.5817
18	18	πολλὰ	pass	10	19	0.4483
18	18	καὶ	even	11	15	0.5536
18	19	καὶ	7	0	0	0.516
18	19	τὸν	The	1	1	0.6285
18	19	χορὸν	Chorus	2	2	0.6862
18	19	δὲ	too	3	3	0.5865
18	19	ἕνα	one	4	8	0.6621
18	19	δεῖ	should	5	4	0.5645
18	19	ὑπολαβεῖν	take	6	22	0.5072
18	19	τῶν	the	7	10	0.7135
18	19	ὑποκριτῶν	actors	8	11	0.6503
18	19	μόριον	integral	10	16	0.5989
18	19	εἶναι	be	11	14	0.702
18	19	τοῦ	the	12	19	0.7166
18	19	ὅλου	whole	13	20	0.7563
18	19	καὶ	and	14	21	0.7856
18	19	συναγωνίζεσθαι	share	15	24	0.5926
18	19	μὴ	rather	16	33	0.5387
18	19	ὥσπερ	in	17	31	0.4526
18	19	Εὐριπίδῃ	Euripides	18	36	0.5994
18	19	ἀλλ	than	19	34	0.6483
18	19	ὥσπερ	in	20	35	0.4706
18	19	Σοφοκλεῖ	Sophocles	21	32	0.595
18	1	Ἔστι	is	0	2	0.752
18	1	δὲ	4	1	0	0.503
18	1	πάσης	Every	2	11	0.5697
18	1	τραγῳδίας	tragedy	3	12	0.6113
18	1	τὸ	in	4	14	0.4588
18	1	μὲν	part	5	15	0.5585
18	1	δέσις	Complication	6	16	0.6111
18	1	τὸ	in	7	18	0.581
18	1	δὲ	part	8	19	0.5084
18	1	λύσις	Dénouement	9	20	0.6012
18	1	τὰ	the	10	21	0.5154
18	1	μὲν	and	11	27	0.4326
18	1	ἔξωθεν	before	12	23	0.5103
18	1	καὶ	and	13	17	0.6289
18	1	ἔνια	certain	14	29	0.5739
18	1	τῶν	those	15	32	0.5238
18	1	ἔσωθεν	within	16	33	0.5619
18	1	πολλάκις	often	17	28	0.6305
18	1	ἡ	the	18	37	0.5786
18	1	δέσις	Complication	19	38	0.5404
18	1	τὸ	the	20	40	0.719
18	1	δὲ	and	21	39	0.6768
18	1	λοιπὸν	rest	22	41	0.6804
18	1	ἡ	the	23	42	0.735
18	1	λύσις	Dénouement	24	43	0.6916
18	20	τοῖς	the	0	1	0.6493
18	20	δὲ	however	1	4	0.6041
18	20	λοιποῖς	later	2	2	0.7359
18	20	τὰ	the	3	5	0.662
18	20	ᾀδόμενα	songs	4	6	0.6408
18	20	οὐδὲν	no	5	13	0.8332
18	20	μᾶλλον	more	6	14	0.7066
18	20	τοῦ	the	7	18	0.5903
18	20	μύθου	Plot	8	19	0.5866
18	20	ἢ	than	9	22	0.7545
18	20	ἄλλης	other	10	25	0.7877
18	20	τραγῳδίας	tragedy	11	26	0.675
18	20	ἐστίν	have	12	12	0.5813
18	20	διὸ	Hence	13	27	0.4672
18	20	ἐμβόλιμα	pieces	14	36	0.5868
18	20	ᾄδουσιν	singing	15	34	0.6448
18	20	πρώτου	first	16	39	0.7522
18	20	ἄρξαντος	introduced	17	40	0.6563
18	20	Ἀγάθωνος	Agathon	18	42	0.6412
18	20	τοῦ	a	19	37	0.402
18	20	τοιούτου	such	20	52	0.4829
18	20	καίτοι	yet	21	44	0.7509
18	20	τί	what	22	45	0.7823
18	20	διαφέρει	difference	23	47	0.7379
18	20	ἢ	between	24	50	0.6475
18	20	ἐμβόλιμα	intercalary	25	53	0.5867
18	20	ᾄδειν	singing	26	51	0.6369
18	20	ἢ	or	27	62	0.6478
18	20	εἰ	to	28	57	0.5094
18	20	ῥῆσιν	act	29	66	0.5758
18	20	ἐξ	from	30	67	0.6642
18	20	ἄλλου	one	31	68	0.6749
18	20	εἰς	into	32	70	0.7128
18	20	ἄλλο	another	33	71	0.736
18	20	ἁρμόττοι	fit	34	58	0.6331
18	20	ἢ	even	35	63	0.4492
18	20	ἐπεισόδιον	a	36	64	0.5273
18	20	ὅλον	whole	37	65	0.7283
18	2	λέγω	I	0	2	0.5573
18	2	δὲ	By	1	0	0.4215
18	2	δέσιν	Complication	2	1	0.5127
18	2	τὴν	the	5	6	0.4668
18	2	ἀπ	from	6	5	0.7328
18	2	ἀρχῆς	beginning	7	7	0.7642
18	2	μέχρι	to	8	11	0.7026
18	2	τούτου	the	9	12	0.5311
18	2	τοῦ	the	10	9	0.4404
18	2	μέρους	point	11	13	0.4396
18	2	ὃ	just	12	14	0.4019
18	2	ἔσχατόν	before	13	15	0.404
18	2	μεταβαίνει	change	17	17	0.5983
18	2	εἰς	by	18	22	0.4509
18	2	εὐτυχίαν	fortunes	19	21	0.5117
18	2	λύσιν	Dénouement	20	23	0.4584
18	2	τὴν	the	22	16	0.4555
18	2	ἀπὸ	from	23	25	0.7166
18	2	τῆς	the	24	26	0.7324
18	2	ἀρχῆς	beginning	25	27	0.7359
18	2	τῆς	the	26	29	0.7475
18	2	μεταβάσεως	change	27	30	0.7563
18	2	μέχρι	to	28	31	0.8142
18	2	τέλους	end	29	33	0.796
18	3	ὥσπερ	for	0	5	0.4388
18	3	ἐν	In	1	0	0.7697
18	3	τῷ	the	2	1	0.7054
18	3	Λυγκεῖ	Lynceus	3	2	0.7448
18	3	τῷ	of	4	3	0.6505
18	3	Θεοδέκτου	Theodectes	5	4	0.7293
18	3	δέσις	together	6	10	0.4719
18	3	μὲν	instance	7	6	0.464
18	3	τά	the	8	12	0.6118
18	3	προπεπραγμένα	presupposed	10	13	0.6789
18	3	ἡ	the	12	15	0.7144
18	3	τοῦ	the	13	18	0.7828
18	3	παιδίου	child	14	19	0.8056
18	3	λῆψις	seizure	15	16	0.7952
18	3	καὶ	and	16	20	0.6912
18	3	πάλιν	in	17	22	0.5282
18	3	ἡ	the	18	28	0.6004
18	3	αὐτῶν	all	19	30	0.4896
18	3	λύσις	Dénouement	20	29	0.5898
18	3	δ	and	21	27	0.5771
18	3	ἡ	that	22	21	0.5531
18	3	ἀπὸ	from	23	31	0.7604
18	3	τῆς	the	24	32	0.7305
18	3	αἰτιάσεως	indictment	25	33	0.7113
18	3	τοῦ	the	26	35	0.745
18	3	θανάτου	murder	27	36	0.7751
18	3	μέχρι	to	28	37	0.8283
18	3	τοῦ	the	29	38	0.8022
18	3	τέλους	end	30	39	0.8421
18	4	τραγῳδίας	Tragedy-that	0	7	0.5586
18	4	εἴδη	species	2	5	0.5968
18	4	εἰσὶ	are	3	2	0.6901
18	4	τέσσαρα	four	4	3	0.6309
18	4	γὰρ	being	6	8	0.5187
18	4	καὶ	also	7	14	0.6447
18	4	τὰ	the	8	12	0.5643
18	4	μέρη	constituents	9	13	0.6159
18	4	ἐλέχθη	mentioned	10	18	0.685
18	5	ἡ	the	0	1	0.5743
18	5	μὲν	first	1	0	0.4632
18	5	πεπλεγμένη	complex	2	2	0.4992
18	5	ἧς	which	3	4	0.5333
18	5	ὅλον	all	5	6	0.6084
18	5	ἐστὶν	is	6	5	0.62
18	5	περιπέτεια	Peripety	7	7	0.6095
18	5	καὶ	and	8	8	0.6373
18	5	ἀναγνώρισις	Discovery	9	9	0.5659
18	6	ἡ	the	0	1	0.6403
18	6	δὲ	second	1	0	0.4598
18	6	παθητική	suffering	2	4	0.6371
18	6	οἵ	the	4	7	0.6686
18	6	τε	e	5	5	0.5329
18	6	Αἴαντες	Ajaxes	6	8	0.6657
18	6	καὶ	and	7	9	0.6917
18	6	Ἰξίονες	Ixions	9	10	0.7391
18	7	ἡ	the	0	1	0.6029
18	7	δὲ	third	1	0	0.4226
18	7	ἠθική	character	2	4	0.6186
18	7	οἷον	e.g	3	5	0.7248
18	7	αἱ	The	4	6	0.6641
18	7	Φθιώτιδες	Phthiotides	5	7	0.7988
18	7	καὶ	and	6	8	0.7451
18	7	Πηλεύς	Peleus	8	9	0.8176
18	8	τὸ	The	0	0	0.8259
18	8	τέταρτον	fourth	2	1	0.8701
18	8	ὄψις	constituent	3	2	0.5306
18	8	οἷον	that	4	4	0.578
18	8	αἵ	The	5	9	0.5686
18	8	Φορκίδες	Phorcides	7	10	0.6609
18	8	καὶ	in	8	11	0.533
18	8	Προμηθεὺς	Prometheus	9	12	0.6855
18	8	καὶ	and	10	13	0.6237
18	8	ὅσα	all	11	15	0.5183
18	8	ἐν	in	12	21	0.6543
18	8	ᾅδου	world	13	24	0.5445
18	9	μάλιστα	element	0	9	0.4658
18	9	οὖν	then	2	3	0.6902
18	9	ἅπαντα	every	3	8	0.6048
18	9	δεῖ	necessary	4	29	0.5701
18	9	πειρᾶσθαι	aim	5	2	0.5514
18	9	ἔχειν	combine	6	7	0.5189
18	9	εἰ	if	7	12	0.6536
18	9	δὲ	or	8	14	0.4815
18	9	μή	else	9	15	0.5389
18	9	τὰ	the	10	16	0.6294
18	9	μέγιστα	important	11	18	0.618
18	9	καὶ	and	12	19	0.6578
18	9	πλεῖστα	major	13	21	0.6247
18	9	ἄλλως	This	14	25	0.445
18	9	τε	especially	15	28	0.4421
18	9	ὡς	owing	17	30	0.4147
18	9	νῦν	now	18	27	0.5778
18	9	συκοφαντοῦσιν	subjected	19	40	0.6323
18	9	τοὺς	the	20	37	0.6537
18	9	ποιητάς	poets	21	49	0.7081
18	9	γεγονότων	been	22	48	0.5893
18	9	γὰρ	Just	23	44	0.6382
18	9	καθ	before	24	50	0.5081
18	9	ἕκαστον	several	25	55	0.5147
18	9	μέρος	species	26	56	0.5175
18	9	ἀγαθῶν	strong	27	52	0.5698
18	9	ποιητῶν	tragedy	28	58	0.5288
18	9	ἑκάστου	each	29	75	0.6833
18	9	τοῦ	the	30	54	0.4868
18	9	ἰδίου	predecessors	31	79	0.4116
18	9	ἀγαθοῦ	point	32	73	0.46
18	9	ἀξιοῦσι	expect	33	62	0.6868
18	9	τὸν	the	34	63	0.6358
18	9	ἕνα	one	35	64	0.6624
18	9	ὑπερβάλλειν	surpass	36	67	0.7359
19	1	τῶν	The	3	0	0.4081
19	1	εἴρηται	discussed	6	6	0.5757
19	1	λοιπὸν	remains	7	8	0.5623
19	1	λέξεως	Diction	10	12	0.6699
19	1	καὶ	and	11	13	0.7623
19	1	διανοίας	Thought	12	14	0.7113
19	1	εἰπεῖν	to	13	9	0.517
19	2	τὰ	what	0	7	0.5456
19	2	οὖν	As	2	0	0.4214
19	2	περὶ	for	3	1	0.5494
19	2	τὴν	the	4	2	0.5763
19	2	διάνοιαν	Thought	5	3	0.5595
19	2	ἐν	in	6	12	0.7114
19	2	τοῖς	our	7	13	0.5568
19	2	περὶ	of	8	15	0.5497
19	2	ῥητορικῆς	Rhetoric	9	16	0.7509
19	2	κείσθω	we	10	4	0.516
19	2	τοῦτο	it	11	18	0.4817
19	2	γὰρ	as	12	17	0.4646
19	2	ἴδιον	properly	13	21	0.5001
19	2	μᾶλλον	more	14	20	0.6217
19	2	ἐκείνης	that	15	23	0.5839
